state,FIPS,county,number,percent
OR,41047,Marion County,22598,9.9
OR,41049,Morrow County,758,9.7
OR,41051,Multnomah County,44624,7.6
OR,41053,Polk County,5656,10.2
OR,41055,Sherman County,153,11.2
OR,41057,Tillamook County,1928,9.7
OR,41059,Umatilla County,5760,10.5
OR,41061,Union County,1835,9.6
OR,41063,Wallowa County,635,11.6
OR,41065,Wasco County,2023,10.6
OR,41067,Washington County,32645,8.2
OR,41069,Wheeler County,140,12.2
OR,41071,Yamhill County,6777,9.3
PA,42001,Adams County,8891,11.6
PA,42003,Allegheny County,86177,9
PA,42005,Armstrong County,6390,12
PA,42007,Beaver County,14456,10.9
PA,42009,Bedford County,4789,12.6
PA,42011,Berks County,31896,10.5
PA,42013,Blair County,10302,10.6
PA,42015,Bradford County,5089,10.7
PA,42017,Bucks County,44056,9.3
PA,42019,Butler County,12778,9.2
PA,42021,Cambria County,13520,12.3
PA,42023,Cameron County,450,11.4
PA,42025,Carbon County,5076,10
PA,42027,Centre County,9184,7.7
PA,42029,Chester County,28910,7.8
PA,42031,Clarion County,3361,11.1
PA,42033,Clearfield County,7866,12.3
PA,42035,Clinton County,2996,10.1
PA,42037,Columbia County,6059,11.9
PA,42039,Crawford County,7680,11.7
PA,42041,Cumberland County,16949,9.3
PA,42043,Dauphin County,23531,11.6
PA,42045,Delaware County,35697,8.6
PA,42047,Elk County,2669,10.9
PA,42049,Erie County,24249,11.6
PA,42051,Fayette County,15639,14.8
PA,42053,Forest County,762,11.2
PA,42055,Franklin County,11692,10.4
PA,42057,Fulton County,1275,11.4
PA,42059,Greene County,3295,11.1
PA,42061,Huntingdon County,3849,10.8
PA,42063,Indiana County,6331,9.4
PA,42065,Jefferson County,3967,11.6
PA,42067,Juniata County,2355,12.6
PA,42069,Lackawanna County,19356,11.7
PA,42071,Lancaster County,34177,8.9
PA,42073,Lawrence County,8121,11.8
PA,42075,Lebanon County,10800,10.7
PA,42077,Lehigh County,28014,10.6
PA,42079,Luzerne County,29102,11.7
PA,42081,Lycoming County,8921,9.9
PA,42083,McKean County,2993,9.1
PA,42085,Mercer County,10609,12.1
PA,42087,Mifflin County,4291,12.2
PA,42089,Monroe County,12747,10.2
PA,42091,Montgomery County,44112,7.3
PA,42093,Montour County,1718,12.1
PA,42095,Northampton County,23351,10.3
PA,42097,Northumberland County,9084,12.3
PA,42099,Perry County,3501,10.2
PA,42101,Philadelphia County,130938,11.4
PA,42103,Pike County,4547,10.5
PA,42105,Potter County,1551,11.6
PA,42107,Schuylkill County,12906,11.2
PA,42109,Snyder County,2950,10
PA,42111,Somerset County,7315,12
PA,42113,Sullivan County,677,12.8
PA,42115,Susquehanna County,3459,10.5
PA,42117,Tioga County,3613,11.1
PA,42119,Union County,3482,10
PA,42121,Venango County,5247,12.5
PA,42123,Warren County,3782,11.8
PA,42125,Washington County,19626,12.2
PA,42127,Wayne County,4895,11.9
PA,42129,Westmoreland County,31818,11.2
PA,42131,Wyoming County,2222,10.3
PA,42133,York County,32540,10
PR,72001,Adjuntas Municipio,2893,20.7
PR,72003,Aguada Municipio,4736,15.3
PR,72005,Aguadilla Municipio,6677,15.1
PR,72007,Aguas Buenas Municipio,3351,16.2
PR,72009,Aibonito Municipio,2690,14.3
PR,72011,Añasco Municipio,3689,17.1
PR,72013,Arecibo Municipio,10980,15.5
PR,72015,Arroyo Municipio,2521,18.2
PR,72017,Barceloneta Municipio,3238,17.7
PR,72019,Barranquitas Municipio,3031,14.3
PR,72021,Bayamón Municipio,23160,15.1
PR,72023,Cabo Rojo Municipio,6050,15.9
PR,72025,Caguas Municipio,14600,14
PR,72027,Camuy Municipio,4179,16.4
PR,72029,Canóvanas Municipio,5580,16.3
PR,72031,Carolina Municipio,20450,15.8
PR,72033,Cataño Municipio,3149,15.9
PR,72035,Cayey Municipio,4925,13.9
PR,72037,Ceiba Municipio,1749,18
PR,72039,Ciales Municipio,2229,16.7
PR,72041,Cidra Municipio,4081,12.9
PR,72043,Coamo Municipio,4669,15.9
PR,72045,Comerío Municipio,2265,15.1
PR,72047,Corozal Municipio,4077,15.4
PR,72049,Culebra Municipio,281,20.4
PR,72051,Dorado Municipio,4062,14.7
PR,72053,Fajardo Municipio,4672,17.9
PR,72054,Florida Municipio,1400,15.3
PR,72055,Guánica Municipio,2583,18.8
PR,72057,Guayama Municipio,5199,16.3
PR,72059,Guayanilla Municipio,2652,17.4
PR,72061,Guaynabo Municipio,9274,12.6
PR,72063,Gurabo Municipio,4839,14.3
PR,72065,Hatillo Municipio,4979,16
PR,72067,Hormigueros Municipio,2569,19.5
PR,72069,Humacao Municipio,6710,15.7
PR,72071,Isabela Municipio,5538,16.5
PR,72073,Jayuya Municipio,1794,15.6
PR,72075,Juana Díaz Municipio,5603,15.7
PR,72077,Juncos Municipio,4115,14.2
PR,72079,Lajas Municipio,3589,18.9
PR,72081,Lares Municipio,3756,17.1
PR,72083,Las Marías Municipio,1246,17.8
PR,72085,Las Piedras Municipio,4296,15.1
PR,72087,Loíza Municipio,3504,16.8
PR,72089,Luquillo Municipio,2477,17.1
PR,72091,Manatí Municipio,6173,19.6
PR,72093,Maricao Municipio,816,18
PR,72095,Maunabo Municipio,1552,17.5
PR,72097,Mayagüez Municipio,10140,15.6
PR,72099,Moca Municipio,4479,15.6
PR,72101,Morovis Municipio,3628,15.7
PR,72103,Naguabo Municipio,3327,17.2
PR,72105,Naranjito Municipio,3481,15.8
PR,72107,Orocovis Municipio,2469,15.1
PR,72109,Patillas Municipio,2708,19.4
PR,72111,Peñuelas Municipio,2739,16.6
PR,72113,Ponce Municipio,18320,15.6
PR,72115,Quebradillas Municipio,3220,17.1
PR,72117,Rincón Municipio,2029,17.7
PR,72119,Río Grande Municipio,5975,15
PR,72121,Sabana Grande Municipio,3234,17.8
PR,72123,Salinas Municipio,4007,18.4
PR,72125,San Germán Municipio,4381,16.8
PR,72127,San Juan Municipio,39830,13.7
PR,72129,San Lorenzo Municipio,4522,15.1
PR,72131,San Sebastián Municipio,5998,19.5
PR,72133,Santa Isabel Municipio,2161,13.4
PR,72135,Toa Alta Municipio,6995,13.1
PR,72137,Toa Baja Municipio,9375,14.6
PR,72139,Trujillo Alto Municipio,6958,12.9
PR,72141,Utuado Municipio,3691,15.6
PR,72143,Vega Alta Municipio,4583,16
PR,72145,Vega Baja Municipio,7107,16.7
PR,72147,Vieques Municipio,1326,19.2
PR,72149,Villalba Municipio,2716,15.2
PR,72151,Yabucoa Municipio,4175,15.4
PR,72153,Yauco Municipio,5159,17.1
RI,44001,Bristol County,3239,8.7
RI,44003,Kent County,12076,9.4
RI,44005,Newport County,5162,8.1
RI,44007,Providence County,44620,9.5
RI,44009,Washington County,8154,8.5
SC,45001,Abbeville County,2669,14.2
SC,45003,Aiken County,14827,12.1
SC,45005,Allendale County,1325,17.2
SC,45007,Anderson County,17650,12.6
SC,45009,Bamberg County,2092,17.9
SC,45011,Barnwell County,2501,15.5
SC,45013,Beaufort County,12251,9.5
SC,45015,Berkeley County,18513,13.5
SC,45017,Calhoun County,2050,17.8
SC,45019,Charleston County,31090,11.1
SC,45021,Cherokee County,5740,14.1
SC,45023,Chester County,3434,14.1
SC,45025,Chesterfield County,5274,15.4
SC,45027,Clarendon County,4315,16.5
SC,45029,Colleton County,5102,18
SC,45031,Darlington County,7305,14.5
SC,45033,Dillon County,3584,16
SC,45035,Dorchester County,10070,9.9
SC,45037,Edgefield County,2815,13.8
SC,45039,Fairfield County,3015,17
SC,45041,Florence County,14884,14.7
SC,45043,Georgetown County,6803,14.6
SC,45045,Greenville County,36892,10.8
SC,45047,Greenwood County,6355,12.4
SC,45049,Hampton County,2634,17
SC,45051,Horry County,23754,10.8
SC,45053,Jasper County,2755,14.3
SC,45055,Kershaw County,5853,12.8
SC,45057,Lancaster County,8051,13.5
SC,45059,Laurens County,7325,14.9
SC,45061,Lee County,2247,15.8
SC,45063,Lexington County,20981,10.5
SC,45067,Marion County,3996,16.7
SC,45069,Marlboro County,3315,15.4
SC,45065,McCormick County,1384,16.4
SC,45071,Newberry County,4121,14.7
SC,45073,Oconee County,7776,13.5
SC,45075,Orangeburg County,10819,16
SC,45077,Pickens County,10070,11.3
SC,45079,Richland County,30862,10.7
SC,45081,Saluda County,2027,13.5
SC,45083,Spartanburg County,28068,13.3
SC,45085,Sumter County,11203,14.3
SC,45087,Union County,3237,15.1
SC,45089,Williamsburg County,4485,17.8
SC,45091,York County,17924,10.6
SD,46003,Aurora County,181,9.2
SD,46005,Beadle County,1247,9.6
SD,46007,Bennett County,327,15.1
SD,46009,Bon Homme County,501,9.1
SD,46011,Brookings County,1466,6.2
SD,46013,Brown County,2400,8.7
SD,46015,Brule County,410,10.8
SD,46017,Buffalo County,208,17.8
SD,46019,Butte County,633,8.4
SD,46021,Campbell County,118,10.5
SD,46023,Charles Mix County,766,12.3
SD,46025,Clark County,258,9.6
SD,46027,Clay County,810,7.8
SD,46029,Codington County,1694,8.4
SD,46031,Corson County,398,15.4
SD,46033,Custer County,723,10.8
SD,46035,Davison County,1381,9.4
SD,46037,Day County,504,11.7
SD,46039,Deuel County,317,9.7
SD,46041,Dewey County,534,15.4
SD,46043,Douglas County,247,11
SD,46045,Edmunds County,265,8.8
SD,46047,Fall River County,627,11.2
SD,46049,Faulk County,185,10.4
SD,46051,Grant County,504,9.2
SD,46053,Gregory County,340,10.6
SD,46055,Haakon County,148,10.2
SD,46057,Hamlin County,372,9.3
SD,46059,Hand County,295,11.4
SD,46061,Hanson County,190,8.6
